PRODUCT_ID,NUMBER_OF_SALES,PRODUCT_CATEGORY,TRANSACTION_DATE,DAYNAME,TRANSACTION_TIME,HOUR,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,DAY_CLASSIFICATION,MONTH_NAME,TIME_BUCKET
79,1,Bakery,6/27/2023,Tue,16:50.0,10,3.75,Astoria,6/27/2023,16:50.0,WEEKDAY,Jun,"01,MORNING"
35,1,Coffee,6/27/2023,Tue,31:22.0,10,9.3,Lower Manhattan,6/27/2023,31:22.0,WEEKDAY,Jun,"01,MORNING"
77,1,Bakery,6/27/2023,Tue,55:24.0,10,3,Astoria,6/27/2023,55:24.0,WEEKDAY,Jun,"01,MORNING"
74,1,Bakery,6/27/2023,Tue,58:04.0,10,3.5,Hell's Kitchen,6/27/2023,58:04.0,WEEKDAY,Jun,"01,MORNING"
24,1,Coffee,6/27/2023,Tue,43:56.0,11,3,Astoria,6/27/2023,43:56.0,WEEKDAY,Jun,"01,MORNING"
39,1,Coffee,6/27/2023,Tue,50:37.0,14,8.5,Astoria,6/27/2023,50:37.0,WEEKDAY,Jun,"02,AFTERNOON"
34,1,Coffee,6/27/2023,Tue,56:17.0,14,4.9,Lower Manhattan,6/27/2023,56:17.0,WEEKDAY,Jun,"02,AFTERNOON"
55,1,Tea,6/27/2023,Tue,17:45.0,15,4,Hell's Kitchen,6/27/2023,17:45.0,WEEKDAY,Jun,"02,AFTERNOON"
38,1,Coffee,6/27/2023,Tue,24:26.0,15,11.25,Lower Manhattan,6/27/2023,24:26.0,WEEKDAY,Jun,"02,AFTERNOON"
40,1,Coffee,6/27/2023,Tue,37:43.0,15,3.75,Hell's Kitchen,6/27/2023,37:43.0,WEEKDAY,Jun,"02,AFTERNOON"
43,1,Tea,6/27/2023,Tue,44:03.0,15,6,Hell's Kitchen,6/27/2023,44:03.0,WEEKDAY,Jun,"02,AFTERNOON"
39,1,Coffee,6/27/2023,Tue,46:28.0,15,12.75,Lower Manhattan,6/27/2023,46:28.0,WEEKDAY,Jun,"02,AFTERNOON"
60,1,Drinking Chocolate,6/27/2023,Tue,43:42.0,16,3.75,Lower Manhattan,6/27/2023,43:42.0,WEEKDAY,Jun,"03,EVENING"
38,1,Coffee,6/27/2023,Tue,04:13.0,17,3.75,Lower Manhattan,6/27/2023,04:13.0,WEEKDAY,Jun,"03,EVENING"
29,1,Coffee,6/27/2023,Tue,46:48.0,18,5,Hell's Kitchen,6/27/2023,46:48.0,WEEKDAY,Jun,"03,EVENING"
69,1,Bakery,6/27/2023,Tue,38:50.0,20,3.25,Hell's Kitchen,6/27/2023,38:50.0,WEEKDAY,Jun,"04,NIGHT"
28,1,Coffee,6/28/2023,Wed,21:47.0,9,2,Hell's Kitchen,6/28/2023,21:47.0,WEEKDAY,Jun,"01,MORNING"
57,1,Tea,6/28/2023,Wed,54:46.0,10,6.2,Astoria,6/28/2023,54:46.0,WEEKDAY,Jun,"01,MORNING"
70,1,Bakery,6/28/2023,Wed,25:28.0,11,3.25,Lower Manhattan,6/28/2023,25:28.0,WEEKDAY,Jun,"01,MORNING"
57,1,Tea,6/28/2023,Wed,14:16.0,12,6.2,Hell's Kitchen,6/28/2023,14:16.0,WEEKDAY,Jun,"02,AFTERNOON"
33,1,Coffee,6/28/2023,Wed,58:03.0,12,7,Astoria,6/28/2023,58:03.0,WEEKDAY,Jun,"02,AFTERNOON"
44,1,Tea,6/28/2023,Wed,03:25.0,13,2.5,Astoria,6/28/2023,03:25.0,WEEKDAY,Jun,"02,AFTERNOON"
55,1,Tea,6/28/2023,Wed,45:44.0,13,8,Hell's Kitchen,6/28/2023,45:44.0,WEEKDAY,Jun,"02,AFTERNOON"
49,1,Tea,6/28/2023,Wed,57:52.0,13,3,Lower Manhattan,6/28/2023,57:52.0,WEEKDAY,Jun,"02,AFTERNOON"
45,1,Tea,6/28/2023,Wed,02:47.0,14,6,Hell's Kitchen,6/28/2023,02:47.0,WEEKDAY,Jun,"02,AFTERNOON"
76,1,Bakery,6/28/2023,Wed,12:47.0,16,3.5,Hell's Kitchen,6/28/2023,12:47.0,WEEKDAY,Jun,"03,EVENING"
77,1,Bakery,6/28/2023,Wed,32:57.0,16,3,Astoria,6/28/2023,32:57.0,WEEKDAY,Jun,"03,EVENING"
25,1,Coffee,6/28/2023,Wed,42:32.0,16,2.2,Astoria,6/28/2023,42:32.0,WEEKDAY,Jun,"03,EVENING"
70,1,Bakery,6/28/2023,Wed,03:35.0,17,3.25,Hell's Kitchen,6/28/2023,03:35.0,WEEKDAY,Jun,"03,EVENING"
24,1,Coffee,6/28/2023,Wed,29:23.0,18,6,Astoria,6/28/2023,29:23.0,WEEKDAY,Jun,"03,EVENING"
26,1,Coffee,6/29/2023,Thu,11:37.0,7,6,Astoria,6/29/2023,11:37.0,WEEKDAY,Jun,"01,MORNING"
77,1,Bakery,6/29/2023,Thu,43:30.0,8,3,Astoria,6/29/2023,43:30.0,WEEKDAY,Jun,"01,MORNING"
49,1,Tea,6/29/2023,Thu,46:53.0,8,3,Astoria,6/29/2023,46:53.0,WEEKDAY,Jun,"01,MORNING"
79,1,Bakery,6/28/2023,Wed,00:54.0,12,3.75,Lower Manhattan,6/28/2023,00:54.0,WEEKDAY,Jun,"02,AFTERNOON"
61,1,Drinking Chocolate,6/29/2023,Thu,02:50.0,10,4.75,Lower Manhattan,6/29/2023,02:50.0,WEEKDAY,Jun,"01,MORNING"
54,1,Tea,6/29/2023,Thu,01:29.0,13,5,Lower Manhattan,6/29/2023,01:29.0,WEEKDAY,Jun,"02,AFTERNOON"
26,1,Coffee,6/29/2023,Thu,31:42.0,13,6,Astoria,6/29/2023,31:42.0,WEEKDAY,Jun,"02,AFTERNOON"
55,1,Tea,6/29/2023,Thu,04:04.0,15,4,Lower Manhattan,6/29/2023,04:04.0,WEEKDAY,Jun,"02,AFTERNOON"
42,1,Tea,6/29/2023,Thu,50:26.0,15,2.5,Lower Manhattan,6/29/2023,50:26.0,WEEKDAY,Jun,"02,AFTERNOON"
75,1,Bakery,6/29/2023,Thu,51:51.0,16,3.5,Hell's Kitchen,6/29/2023,51:51.0,WEEKDAY,Jun,"03,EVENING"
46,1,Tea,6/29/2023,Thu,58:13.0,18,2.5,Astoria,6/29/2023,58:13.0,WEEKDAY,Jun,"03,EVENING"
61,1,Drinking Chocolate,6/29/2023,Thu,15:18.0,19,9.5,Hell's Kitchen,6/29/2023,15:18.0,WEEKDAY,Jun,"03,EVENING"
22,1,Coffee,6/29/2023,Thu,57:00.0,19,2,Hell's Kitchen,6/29/2023,57:00.0,WEEKDAY,Jun,"03,EVENING"
40,1,Coffee,6/30/2023,Fri,01:09.0,6,7.5,Lower Manhattan,6/30/2023,01:09.0,WEEKDAY,Jun,"01,MORNING"
48,1,Tea,6/30/2023,Fri,14:07.0,7,5,Astoria,6/30/2023,14:07.0,WEEKDAY,Jun,"01,MORNING"
63,1,Flavours,6/30/2023,Fri,23:05.0,7,0.8,Lower Manhattan,6/30/2023,23:05.0,WEEKDAY,Jun,"01,MORNING"
39,1,Coffee,6/30/2023,Fri,15:41.0,8,4.25,Astoria,6/30/2023,15:41.0,WEEKDAY,Jun,"01,MORNING"
69,1,Bakery,6/30/2023,Fri,32:34.0,8,3.25,Lower Manhattan,6/30/2023,32:34.0,WEEKDAY,Jun,"01,MORNING"
29,1,Coffee,6/30/2023,Fri,32:35.0,8,5,Lower Manhattan,6/30/2023,32:35.0,WEEKDAY,Jun,"01,MORNING"
41,1,Coffee,6/30/2023,Fri,47:24.0,8,8.5,Astoria,6/30/2023,47:24.0,WEEKDAY,Jun,"01,MORNING"
48,1,Tea,6/30/2023,Fri,22:16.0,9,2.5,Astoria,6/30/2023,22:16.0,WEEKDAY,Jun,"01,MORNING"
39,1,Coffee,6/30/2023,Fri,44:31.0,9,8.5,Astoria,6/30/2023,44:31.0,WEEKDAY,Jun,"01,MORNING"
61,1,Drinking Chocolate,6/30/2023,Fri,16:36.0,10,4.75,Hell's Kitchen,6/30/2023,16:36.0,WEEKDAY,Jun,"01,MORNING"
63,1,Flavours,6/30/2023,Fri,41:17.0,10,0.8,Astoria,6/30/2023,41:17.0,WEEKDAY,Jun,"01,MORNING"
63,1,Flavours,6/30/2023,Fri,57:24.0,10,1.6,Astoria,6/30/2023,57:24.0,WEEKDAY,Jun,"01,MORNING"
60,1,Drinking Chocolate,6/30/2023,Fri,31:15.0,12,7.5,Astoria,6/30/2023,31:15.0,WEEKDAY,Jun,"02,AFTERNOON"
56,1,Tea,6/30/2023,Fri,54:38.0,15,2.55,Astoria,6/30/2023,54:38.0,WEEKDAY,Jun,"02,AFTERNOON"
45,1,Tea,6/30/2023,Fri,36:55.0,16,6,Astoria,6/30/2023,36:55.0,WEEKDAY,Jun,"03,EVENING"
55,1,Tea,6/30/2023,Fri,30:05.0,18,8,Astoria,6/30/2023,30:05.0,WEEKDAY,Jun,"03,EVENING"
53,1,Tea,6/30/2023,Fri,15:30.0,19,3,Astoria,6/30/2023,15:30.0,WEEKDAY,Jun,"03,EVENING"
24,1,Coffee,6/30/2023,Fri,53:46.0,19,3,Astoria,6/30/2023,53:46.0,WEEKDAY,Jun,"03,EVENING"
22,1,Coffee,6/20/2023,Tue,43:29.0,15,6,Lower Manhattan,6/20/2023,43:29.0,WEEKDAY,Jun,"02,AFTERNOON"
34,1,Coffee,6/26/2023,Mon,51:59.0,11,4.9,Astoria,6/26/2023,51:59.0,WEEKDAY,Jun,"01,MORNING"
34,1,Coffee,1/1/2023,Sun,22:46.0,9,2.45,Lower Manhattan,1/1/2023,22:46.0,WEEKDAY,Jan,"01,MORNING"
60,1,Drinking Chocolate,1/1/2023,Sun,21:14.0,11,3.75,Astoria,1/1/2023,21:14.0,WEEKDAY,Jan,"01,MORNING"
45,1,Tea,1/1/2023,Sun,35:03.0,8,6,Lower Manhattan,1/1/2023,35:03.0,WEEKDAY,Jan,"01,MORNING"
36,1,Coffee,1/1/2023,Sun,59:06.0,12,3.75,Hell's Kitchen,1/1/2023,59:06.0,WEEKDAY,Jan,"02,AFTERNOON"
41,1,Coffee,1/1/2023,Sun,32:42.0,14,8.5,Lower Manhattan,1/1/2023,32:42.0,WEEKDAY,Jan,"02,AFTERNOON"
50,1,Tea,1/1/2023,Sun,43:13.0,14,5,Astoria,1/1/2023,43:13.0,WEEKDAY,Jan,"02,AFTERNOON"
38,1,Coffee,1/1/2023,Sun,02:28.0,15,3.75,Hell's Kitchen,1/1/2023,02:28.0,WEEKDAY,Jan,"02,AFTERNOON"
28,1,Coffee,1/1/2023,Sun,33:36.0,15,4,Lower Manhattan,1/1/2023,33:36.0,WEEKDAY,Jan,"02,AFTERNOON"
31,1,Coffee,1/1/2023,Sun,17:22.0,17,2.2,Hell's Kitchen,1/1/2023,17:22.0,WEEKDAY,Jan,"03,EVENING"
76,1,Bakery,1/1/2023,Sun,26:15.0,17,3.5,Hell's Kitchen,1/1/2023,26:15.0,WEEKDAY,Jan,"03,EVENING"
31,1,Coffee,1/1/2023,Sun,13:17.0,17,4.4,Lower Manhattan,1/1/2023,13:17.0,WEEKDAY,Jan,"03,EVENING"
78,1,Bakery,1/1/2023,Sun,19:49.0,17,4.5,Hell's Kitchen,1/1/2023,19:49.0,WEEKDAY,Jan,"03,EVENING"
55,1,Tea,1/1/2023,Sun,10:53.0,19,8,Hell's Kitchen,1/1/2023,10:53.0,WEEKDAY,Jan,"03,EVENING"
55,1,Tea,1/2/2023,Mon,14:13.0,8,4,Lower Manhattan,1/2/2023,14:13.0,WEEKDAY,Jan,"01,MORNING"
40,1,Coffee,1/2/2023,Mon,22:26.0,9,3.75,Hell's Kitchen,1/2/2023,22:26.0,WEEKDAY,Jan,"01,MORNING"
52,1,Tea,1/2/2023,Mon,18:25.0,11,5,Astoria,1/2/2023,18:25.0,WEEKDAY,Jan,"01,MORNING"
22,1,Coffee,1/2/2023,Mon,53:16.0,12,4,Hell's Kitchen,1/2/2023,53:16.0,WEEKDAY,Jan,"02,AFTERNOON"
56,1,Tea,1/2/2023,Mon,29:59.0,13,2.55,Astoria,1/2/2023,29:59.0,WEEKDAY,Jan,"02,AFTERNOON"
31,1,Coffee,1/2/2023,Mon,30:30.0,13,2.2,Hell's Kitchen,1/2/2023,30:30.0,WEEKDAY,Jan,"02,AFTERNOON"
53,1,Tea,1/2/2023,Mon,19:46.0,15,3,Astoria,1/2/2023,19:46.0,WEEKDAY,Jan,"02,AFTERNOON"
55,1,Tea,1/2/2023,Mon,26:14.0,16,4,Astoria,1/2/2023,26:14.0,WEEKDAY,Jan,"03,EVENING"
55,1,Tea,1/2/2023,Mon,11:56.0,18,4,Lower Manhattan,1/2/2023,11:56.0,WEEKDAY,Jan,"03,EVENING"
54,1,Tea,1/3/2023,Tue,44:59.0,9,2.5,Hell's Kitchen,1/3/2023,44:59.0,WEEKDAY,Jan,"01,MORNING"
51,1,Tea,1/3/2023,Tue,26:03.0,12,3,Astoria,1/3/2023,26:03.0,WEEKDAY,Jan,"02,AFTERNOON"
52,1,Tea,1/3/2023,Tue,53:41.0,17,2.5,Astoria,1/3/2023,53:41.0,WEEKDAY,Jan,"03,EVENING"
30,1,Coffee,1/3/2023,Tue,02:52.0,18,3,Astoria,1/3/2023,02:52.0,WEEKDAY,Jan,"03,EVENING"
58,1,Drinking Chocolate,1/3/2023,Tue,14:14.0,18,3.5,Astoria,1/3/2023,14:14.0,WEEKDAY,Jan,"03,EVENING"
27,1,Coffee,1/4/2023,Wed,29:19.0,8,3.5,Lower Manhattan,1/4/2023,29:19.0,WEEKDAY,Jan,"01,MORNING"
51,1,Tea,1/4/2023,Wed,30:16.0,9,6,Hell's Kitchen,1/4/2023,30:16.0,WEEKDAY,Jan,"01,MORNING"
33,1,Coffee,1/3/2023,Tue,11:25.0,10,3.5,Hell's Kitchen,1/3/2023,11:25.0,WEEKDAY,Jan,"01,MORNING"
79,1,Bakery,1/3/2023,Tue,00:58.0,17,3.75,Lower Manhattan,1/3/2023,00:58.0,WEEKDAY,Jan,"03,EVENING"
71,1,Bakery,1/3/2023,Tue,31:40.0,19,3.75,Astoria,1/3/2023,31:40.0,WEEKDAY,Jan,"03,EVENING"
71,1,Bakery,1/4/2023,Wed,57:48.0,12,3.75,Astoria,1/4/2023,57:48.0,WEEKDAY,Jan,"02,AFTERNOON"
60,1,Drinking Chocolate,1/4/2023,Wed,09:08.0,13,7.5,Astoria,1/4/2023,09:08.0,WEEKDAY,Jan,"02,AFTERNOON"
49,1,Tea,1/4/2023,Wed,32:08.0,14,3,Hell's Kitchen,1/4/2023,32:08.0,WEEKDAY,Jan,"02,AFTERNOON"
60,1,Drinking Chocolate,1/4/2023,Wed,48:49.0,14,7.5,Hell's Kitchen,1/4/2023,48:49.0,WEEKDAY,Jan,"02,AFTERNOON"
45,1,Tea,1/4/2023,Wed,30:33.0,16,3,Astoria,1/4/2023,30:33.0,WEEKDAY,Jan,"03,EVENING"
46,1,Tea,1/4/2023,Wed,14:30.0,17,5,Astoria,1/4/2023,14:30.0,WEEKDAY,Jan,"03,EVENING"
61,1,Drinking Chocolate,1/4/2023,Wed,09:34.0,19,4.75,Hell's Kitchen,1/4/2023,09:34.0,WEEKDAY,Jan,"03,EVENING"
87,1,Coffee,1/5/2023,Thu,13:10.0,7,6,Lower Manhattan,1/5/2023,13:10.0,WEEKDAY,Jan,"01,MORNING"
50,1,Tea,1/5/2023,Thu,36:05.0,8,2.5,Lower Manhattan,1/5/2023,36:05.0,WEEKDAY,Jan,"01,MORNING"
58,1,Drinking Chocolate,1/5/2023,Thu,02:51.0,9,3.5,Hell's Kitchen,1/5/2023,02:51.0,WEEKDAY,Jan,"01,MORNING"
70,1,Bakery,1/5/2023,Thu,56:39.0,10,3.25,Hell's Kitchen,1/5/2023,56:39.0,WEEKDAY,Jan,"01,MORNING"
61,1,Drinking Chocolate,1/5/2023,Thu,23:07.0,11,4.75,Hell's Kitchen,1/5/2023,23:07.0,WEEKDAY,Jan,"01,MORNING"
38,1,Coffee,1/5/2023,Thu,52:40.0,13,3.75,Astoria,1/5/2023,52:40.0,WEEKDAY,Jan,"02,AFTERNOON"
30,1,Coffee,1/5/2023,Thu,55:47.0,16,3,Astoria,1/5/2023,55:47.0,WEEKDAY,Jan,"03,EVENING"
78,1,Bakery,1/5/2023,Thu,14:01.0,17,4.5,Astoria,1/5/2023,14:01.0,WEEKDAY,Jan,"03,EVENING"
45,1,Tea,1/6/2023,Fri,34:45.0,7,3,Lower Manhattan,1/6/2023,34:45.0,WEEKDAY,Jan,"01,MORNING"
26,1,Coffee,1/6/2023,Fri,00:14.0,8,6,Lower Manhattan,1/6/2023,00:14.0,WEEKDAY,Jan,"01,MORNING"
25,1,Coffee,1/6/2023,Fri,22:21.0,9,4.4,Lower Manhattan,1/6/2023,22:21.0,WEEKDAY,Jan,"01,MORNING"
55,1,Tea,1/6/2023,Fri,40:42.0,10,8,Lower Manhattan,1/6/2023,40:42.0,WEEKDAY,Jan,"01,MORNING"
31,1,Coffee,1/6/2023,Fri,05:00.0,12,4.4,Astoria,1/6/2023,05:00.0,WEEKDAY,Jan,"02,AFTERNOON"
58,1,Drinking Chocolate,1/6/2023,Fri,19:08.0,17,7,Astoria,1/6/2023,19:08.0,WEEKDAY,Jan,"03,EVENING"
36,1,Coffee,1/6/2023,Fri,08:42.0,19,7.5,Astoria,1/6/2023,08:42.0,WEEKDAY,Jan,"03,EVENING"
19,1,Packaged Chocolate,1/7/2023,Sat,31:57.0,9,6.4,Lower Manhattan,1/7/2023,31:57.0,WEEKDAY,Jan,"01,MORNING"
52,1,Tea,1/7/2023,Sat,11:45.0,10,2.5,Hell's Kitchen,1/7/2023,11:45.0,WEEKDAY,Jan,"01,MORNING"
44,1,Tea,1/7/2023,Sat,32:22.0,10,5,Lower Manhattan,1/7/2023,32:22.0,WEEKDAY,Jan,"01,MORNING"
74,1,Bakery,1/7/2023,Sat,00:03.0,11,3.5,Hell's Kitchen,1/7/2023,00:03.0,WEEKDAY,Jan,"01,MORNING"
27,1,Coffee,1/7/2023,Sat,44:13.0,11,3.5,Lower Manhattan,1/7/2023,44:13.0,WEEKDAY,Jan,"01,MORNING"
76,1,Bakery,1/7/2023,Sat,44:13.0,11,3.5,Lower Manhattan,1/7/2023,44:13.0,WEEKDAY,Jan,"01,MORNING"
45,1,Tea,1/7/2023,Sat,38:40.0,12,6,Lower Manhattan,1/7/2023,38:40.0,WEEKDAY,Jan,"02,AFTERNOON"
54,1,Tea,1/7/2023,Sat,17:30.0,19,2.5,Astoria,1/7/2023,17:30.0,WEEKDAY,Jan,"03,EVENING"
43,1,Tea,1/5/2023,Thu,34:13.0,9,3,Hell's Kitchen,1/5/2023,34:13.0,WEEKDAY,Jan,"01,MORNING"
35,1,Coffee,1/5/2023,Thu,43:42.0,15,6.2,Astoria,1/5/2023,43:42.0,WEEKDAY,Jan,"02,AFTERNOON"
44,1,Tea,1/6/2023,Fri,16:02.0,15,2.5,Hell's Kitchen,1/6/2023,16:02.0,WEEKDAY,Jan,"02,AFTERNOON"
52,1,Tea,1/7/2023,Sat,51:42.0,16,5,Hell's Kitchen,1/7/2023,51:42.0,WEEKDAY,Jan,"03,EVENING"
59,1,Drinking Chocolate,1/8/2023,Sun,39:41.0,7,9,Lower Manhattan,1/8/2023,39:41.0,WEEKDAY,Jan,"01,MORNING"
43,1,Tea,1/8/2023,Sun,13:52.0,9,3,Astoria,1/8/2023,13:52.0,WEEKDAY,Jan,"01,MORNING"
30,1,Coffee,1/8/2023,Sun,19:09.0,9,3,Lower Manhattan,1/8/2023,19:09.0,WEEKDAY,Jan,"01,MORNING"
41,1,Coffee,1/8/2023,Sun,36:29.0,10,4.25,Hell's Kitchen,1/8/2023,36:29.0,WEEKDAY,Jan,"01,MORNING"
54,1,Tea,1/8/2023,Sun,45:57.0,10,5,Astoria,1/8/2023,45:57.0,WEEKDAY,Jan,"01,MORNING"
57,1,Tea,1/8/2023,Sun,51:50.0,10,3.1,Hell's Kitchen,1/8/2023,51:50.0,WEEKDAY,Jan,"01,MORNING"
23,1,Coffee,1/8/2023,Sun,55:06.0,11,2.5,Hell's Kitchen,1/8/2023,55:06.0,WEEKDAY,Jan,"01,MORNING"
51,1,Tea,1/8/2023,Sun,26:04.0,17,3,Lower Manhattan,1/8/2023,26:04.0,WEEKDAY,Jan,"03,EVENING"
33,1,Coffee,1/9/2023,Mon,23:35.0,7,7,Hell's Kitchen,1/9/2023,23:35.0,WEEKDAY,Jan,"01,MORNING"
55,1,Tea,1/9/2023,Mon,33:34.0,7,8,Astoria,1/9/2023,33:34.0,WEEKDAY,Jan,"01,MORNING"
20,1,Packaged Chocolate,1/9/2023,Mon,38:22.0,7,7.6,Astoria,1/9/2023,38:22.0,WEEKDAY,Jan,"01,MORNING"
36,1,Coffee,1/9/2023,Mon,48:14.0,7,3.75,Hell's Kitchen,1/9/2023,48:14.0,WEEKDAY,Jan,"01,MORNING"
26,1,Coffee,1/9/2023,Mon,28:25.0,9,6,Astoria,1/9/2023,28:25.0,WEEKDAY,Jan,"01,MORNING"
70,1,Bakery,1/9/2023,Mon,53:07.0,9,4.06,Lower Manhattan,1/9/2023,53:07.0,WEEKDAY,Jan,"01,MORNING"
32,1,Coffee,1/9/2023,Mon,52:45.0,10,6,Astoria,1/9/2023,52:45.0,WEEKDAY,Jan,"01,MORNING"
42,1,Tea,1/9/2023,Mon,53:17.0,11,2.5,Hell's Kitchen,1/9/2023,53:17.0,WEEKDAY,Jan,"01,MORNING"
47,1,Tea,1/9/2023,Mon,16:34.0,15,6,Hell's Kitchen,1/9/2023,16:34.0,WEEKDAY,Jan,"02,AFTERNOON"
48,1,Tea,1/9/2023,Mon,29:16.0,15,5,Hell's Kitchen,1/9/2023,29:16.0,WEEKDAY,Jan,"02,AFTERNOON"
56,1,Tea,1/9/2023,Mon,47:05.0,17,2.55,Hell's Kitchen,1/9/2023,47:05.0,WEEKDAY,Jan,"03,EVENING"
72,1,Bakery,1/10/2023,Tue,31:46.0,6,3.25,Lower Manhattan,1/10/2023,31:46.0,WEEKDAY,Jan,"01,MORNING"
76,1,Bakery,1/10/2023,Tue,42:13.0,7,3.5,Astoria,1/10/2023,42:13.0,WEEKDAY,Jan,"01,MORNING"
76,1,Bakery,1/10/2023,Tue,20:52.0,8,3.5,Lower Manhattan,1/10/2023,20:52.0,WEEKDAY,Jan,"01,MORNING"
51,1,Tea,1/10/2023,Tue,28:41.0,8,6,Astoria,1/10/2023,28:41.0,WEEKDAY,Jan,"01,MORNING"
24,1,Coffee,1/10/2023,Tue,57:38.0,8,3,Hell's Kitchen,1/10/2023,57:38.0,WEEKDAY,Jan,"01,MORNING"
47,1,Tea,1/10/2023,Tue,51:58.0,9,6,Lower Manhattan,1/10/2023,51:58.0,WEEKDAY,Jan,"01,MORNING"
36,1,Coffee,1/10/2023,Tue,21:47.0,10,7.5,Lower Manhattan,1/10/2023,21:47.0,WEEKDAY,Jan,"01,MORNING"
24,1,Coffee,1/10/2023,Tue,22:41.0,10,6,Astoria,1/10/2023,22:41.0,WEEKDAY,Jan,"01,MORNING"
32,1,Coffee,1/10/2023,Tue,30:01.0,10,6,Hell's Kitchen,1/10/2023,30:01.0,WEEKDAY,Jan,"01,MORNING"
30,1,Coffee,1/10/2023,Tue,50:40.0,13,6,Lower Manhattan,1/10/2023,50:40.0,WEEKDAY,Jan,"02,AFTERNOON"
23,1,Coffee,1/10/2023,Tue,46:32.0,16,5,Lower Manhattan,1/10/2023,46:32.0,WEEKDAY,Jan,"03,EVENING"
34,1,Coffee,1/11/2023,Wed,40:37.0,8,4.9,Hell's Kitchen,1/11/2023,40:37.0,WEEKDAY,Jan,"01,MORNING"
24,1,Coffee,1/11/2023,Wed,03:08.0,10,6,Astoria,1/11/2023,03:08.0,WEEKDAY,Jan,"01,MORNING"
20,1,Packaged Chocolate,1/11/2023,Wed,04:07.0,10,7.6,Hell's Kitchen,1/11/2023,04:07.0,WEEKDAY,Jan,"01,MORNING"
64,1,Flavours,1/11/2023,Wed,16:19.0,10,1.6,Astoria,1/11/2023,16:19.0,WEEKDAY,Jan,"01,MORNING"
49,1,Tea,1/11/2023,Wed,20:34.0,10,3,Astoria,1/11/2023,20:34.0,WEEKDAY,Jan,"01,MORNING"
71,1,Bakery,1/11/2023,Wed,02:25.0,13,3.75,Astoria,1/11/2023,02:25.0,WEEKDAY,Jan,"02,AFTERNOON"
49,1,Tea,1/11/2023,Wed,22:17.0,13,6,Lower Manhattan,1/11/2023,22:17.0,WEEKDAY,Jan,"02,AFTERNOON"
72,1,Bakery,1/11/2023,Wed,54:04.0,14,3.25,Lower Manhattan,1/11/2023,54:04.0,WEEKDAY,Jan,"02,AFTERNOON"
22,1,Coffee,1/12/2023,Thu,11:22.0,7,2,Lower Manhattan,1/12/2023,11:22.0,WEEKDAY,Jan,"01,MORNING"
70,1,Bakery,1/12/2023,Thu,39:40.0,9,3.25,Astoria,1/12/2023,39:40.0,WEEKDAY,Jan,"01,MORNING"
75,1,Bakery,1/12/2023,Thu,57:53.0,10,3.5,Astoria,1/12/2023,57:53.0,WEEKDAY,Jan,"01,MORNING"
59,1,Drinking Chocolate,1/13/2023,Fri,30:33.0,8,9,Lower Manhattan,1/13/2023,30:33.0,WEEKDAY,Jan,"01,MORNING"
54,1,Tea,1/13/2023,Fri,28:54.0,9,5,Hell's Kitchen,1/13/2023,28:54.0,WEEKDAY,Jan,"01,MORNING"
73,1,Bakery,1/13/2023,Fri,38:07.0,9,3.75,Hell's Kitchen,1/13/2023,38:07.0,WEEKDAY,Jan,"01,MORNING"
63,1,Flavours,1/13/2023,Fri,20:12.0,12,0.8,Lower Manhattan,1/13/2023,20:12.0,WEEKDAY,Jan,"02,AFTERNOON"
31,1,Coffee,1/13/2023,Fri,28:52.0,15,2.2,Lower Manhattan,1/13/2023,28:52.0,WEEKDAY,Jan,"02,AFTERNOON"
26,1,Coffee,1/13/2023,Fri,40:54.0,16,3,Hell's Kitchen,1/13/2023,40:54.0,WEEKDAY,Jan,"03,EVENING"
73,1,Bakery,1/14/2023,Sat,07:43.0,8,3.75,Hell's Kitchen,1/14/2023,07:43.0,WEEKDAY,Jan,"01,MORNING"
41,1,Coffee,1/14/2023,Sat,13:25.0,8,4.25,Hell's Kitchen,1/14/2023,13:25.0,WEEKDAY,Jan,"01,MORNING"
64,1,Flavours,1/14/2023,Sat,01:23.0,9,1.6,Hell's Kitchen,1/14/2023,01:23.0,WEEKDAY,Jan,"01,MORNING"
47,1,Tea,1/14/2023,Sat,50:37.0,19,6,Astoria,1/14/2023,50:37.0,WEEKDAY,Jan,"03,EVENING"
9,1,Coffee beans,1/15/2023,Sun,09:14.0,7,22.5,Hell's Kitchen,1/15/2023,09:14.0,WEEKDAY,Jan,"01,MORNING"
84,1,Flavours,1/15/2023,Sun,48:30.0,7,1.6,Hell's Kitchen,1/15/2023,48:30.0,WEEKDAY,Jan,"01,MORNING"
29,1,Coffee,1/9/2023,Mon,41:22.0,18,2.5,Lower Manhattan,1/9/2023,41:22.0,WEEKDAY,Jan,"03,EVENING"
75,1,Bakery,1/10/2023,Tue,52:49.0,7,3.5,Lower Manhattan,1/10/2023,52:49.0,WEEKDAY,Jan,"01,MORNING"
54,1,Tea,1/10/2023,Tue,01:37.0,9,2.5,Hell's Kitchen,1/10/2023,01:37.0,WEEKDAY,Jan,"01,MORNING"
44,1,Tea,1/10/2023,Tue,26:19.0,10,5,Hell's Kitchen,1/10/2023,26:19.0,WEEKDAY,Jan,"01,MORNING"
29,1,Coffee,1/11/2023,Wed,36:35.0,7,5,Lower Manhattan,1/11/2023,36:35.0,WEEKDAY,Jan,"01,MORNING"
